post_date,lastpull_ts,link,price,year,make,model,body,mileage,title_type,city,state,seller,trim,ext_color,int_color,transmission,liters,cylinders,fuel_type,n_doors,ext_condition,int_condition,drive_type,VIN,n_pics
2020-03-21,1584804104,https://cars.ksl.com/listing/6174871,10932,2018,Hyundai,Accent,Sedan,31580.0,Clean Title,Sandy,UT,Dealer,SE,,black,Automatic,,4.0,Gasoline,4.0,,,FWD,3KPC24A37JE016485,24
2020-03-21,1584804106,https://cars.ksl.com/listing/6190345,17495,2018,Dodge,Challenger,Coupe,15615.0,Clean Title,Lindon,UT,Dealer,SXT,black,black,Automatic,,6.0,Gasoline,,,,,2C3CDZAG0JH199618,46
2020-03-21,1584804107,https://cars.ksl.com/listing/5792826,28830,2016,Toyota,4Runner,Sport Utility,44210.0,,Richfield,UT,Dealer,SR5,white,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,JTEBU5JR5G5333732,27
2020-03-21,1584804107,https://cars.ksl.com/listing/6323660,21998,2015,Mercedes-Benz,C-Class,Sedan,41595.0,Clean Title,Salt Lake City,UT,Dealer,C 300,grey,black,Automatic,,4.0,Gasoline,,,,AWD,55SWF4KB1FU029594,43
2020-03-21,1584804108,https://cars.ksl.com/listing/6174859,16500,2017,Nissan,Juke,Sport Utility,29092.0,,Murray,UT,Dealer,NISMO,silver,smoked gray,Automatic,,4.0,Gasoline,4.0,,,AWD,JN8AF5MV2HT751539,9
2020-03-21,1584804109,https://cars.ksl.com/listing/6323659,19998,2015,Mercedes-Benz,C-Class,Sedan,48329.0,Clean Title,Salt Lake City,UT,Dealer,C 300,gray,white,Automatic,,4.0,Gasoline,,,,AWD,55SWF4KB6FU035083,41
2020-03-21,1584804110,https://cars.ksl.com/listing/6323658,11998,2009,Subaru,Impreza,Wagon,138265.0,Clean Title,Salt Lake City,UT,Dealer,WRX,white,black,Manual,,4.0,Gasoline,,,,,JF1GH76659G810357,0
2020-03-21,1584804112,https://cars.ksl.com/listing/6190397,43500,2016,GMC,2500,Truck,54103.0,,Salt Lake City,UT,Dealer,SLT,black,jet black,Automatic,,8.0,Diesel,4.0,,,4-Wheel Drive,1GT12TE81GF104034,18
2020-03-21,1584804114,https://cars.ksl.com/listing/6288240,33999,2016,Ford,F-150,Truck,80511.0,,Idaho Falls,ID,Dealer,,ingot silver metallic,,Automatic,,6.0,Gasoline,,,,4-Wheel Drive,1FTEW1EG1GFC42805,0
2020-03-21,1584804115,https://cars.ksl.com/listing/6288239,12840,2018,Ford,Focus,Sedan,43591.0,,Idaho Falls,ID,Dealer,SE,lightning blue metallic,medium light stone,Automatic,,4.0,Flex Fuel,,,,,1FADP3F28JL288508,25
2020-03-21,1584804116,https://cars.ksl.com/listing/6288238,12980,2018,Ford,Focus,Sedan,49979.0,,Idaho Falls,ID,Dealer,SE,shadow black,charcoal black,Automatic,,4.0,Flex Fuel,,,,,1FADP3K21JL231475,25
2020-03-21,1584804116,https://cars.ksl.com/listing/6280293,73900,2019,Cadillac,Escalade,Sport Utility,8541.0,,American Fork,UT,Dealer,Platinum,crystal white tricoat,tan,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,1GYS4DKJ7KR200053,54
2020-03-21,1584804117,https://cars.ksl.com/listing/6121615,36995,2017,GMC,1500,Truck,40909.0,,Willard,UT,Dealer,Denali,white frost tricoat,cocoa/dark sand,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,3GTU2PEC0HG296250,31
2020-03-21,1584804118,https://cars.ksl.com/listing/6323657,25995,2013,Ford,F-350,Truck,116536.0,,Boise,ID,Dealer,,green,,Automatic,,8.0,Diesel,,,,4-Wheel Drive,1FT8W3BT9DEA56022,0
2020-03-21,1584804118,https://cars.ksl.com/listing/6323656,15995,2006,Ford,F-350,Truck,92574.0,,Boise,ID,Dealer,,blue,,Automatic,,8.0,Diesel,,,,4-Wheel Drive,1FTWW31P06EA96567,0
2020-03-21,1584804119,https://cars.ksl.com/listing/6254706,36900,2019,Ford,F-150,Truck,12007.0,,American Fork,UT,Dealer,XLT,oxford white,dark earth gray,,,8.0,Flex Fuel,4.0,,,4-Wheel Drive,1FTFW1E5XKFB51267,47
2020-03-21,1584804121,https://cars.ksl.com/listing/6253787,9121,2015,Volkswagen,Passat,Sedan,80320.0,Clean Title,Draper,UT,Dealer,1.8T Wolfsburg Ed,blue,gray,Automatic,,4.0,Gasoline,4.0,,,,1VWAS7A39FC041425,49
2020-03-21,1584804123,https://cars.ksl.com/listing/6090578,9689,2013,Toyota,Sienna,Minivan,133135.0,Clean Title,Draper,UT,Dealer,LE,,int_color,,,6.0,Gasoline,,,,FWD,5TDKK3DC3DS293355,15
2020-03-21,1584804124,https://cars.ksl.com/listing/6220643,26298,2011,Ford,F-350,Truck,187588.0,,Pinedale,WY,Dealer,,gray,steel,Automatic,6.7,8.0,Diesel,4.0,,,4-Wheel Drive,1FT8W3BT4BEC68470,25
2020-03-21,1584804125,https://cars.ksl.com/listing/6190383,51995,2018,GMC,2500,Truck,29390.0,Clean Title,Orem,UT,Dealer,SLT,black,jet black,Automatic,,8.0,Diesel,4.0,,,4-Wheel Drive,1GT12TEY6JF275109,37
2020-03-21,1584804126,https://cars.ksl.com/listing/6132598,35995,2017,Chevrolet,Silverado 1500,Truck,32110.0,,Rexburg,ID,Dealer,LTZ,red hot,cocoa/dune,Automatic,,8.0,Gasoline,,,,4-Wheel Drive,1GCUKSEC9HF156122,18
2020-03-21,1584804127,https://cars.ksl.com/listing/6220639,17245,2013,Ford,Expedition,Sport Utility,91586.0,,Evanston,WY,Dealer,XL,white,,Automatic,5.4,8.0,Flex Fuel,4.0,,,4-Wheel Drive,1FMJU1G51DEF33723,25
2020-03-21,1584804128,https://cars.ksl.com/listing/6190380,25495,2007,Dodge,Ram 2500,Truck,92920.0,Clean Title,Orem,UT,Dealer,Laramie,white,medium slate gray,Automatic,,6.0,Diesel,4.0,,,4-Wheel Drive,1D7KS28C77J505525,30
2020-03-21,1584804131,https://cars.ksl.com/listing/6190378,33995,2013,Ford,F-350,Truck,147664.0,Clean Title,Orem,UT,Dealer,Platinum,silver,black,Automatic,,8.0,Diesel,4.0,,,4-Wheel Drive,1FT8W3BT1DEB34776,39
2020-03-21,1584804132,https://cars.ksl.com/listing/6309931,5995,2007,Nissan,Altima,Sedan,72231.0,Clean Title,Centerville,UT,Dealer,2.5 S,silver,gray,Automatic,,4.0,Gasoline,4.0,,,FWD,1N4AL21E67N408331,9
2020-03-21,1584804133,https://cars.ksl.com/listing/6300143,7995,2010,Toyota,Corolla,Sedan,43780.0,Clean Title,Centerville,UT,Dealer,S,silver,black,Automatic,,4.0,Gasoline,4.0,,,FWD,2T1BU4EE4AC405715,9
2020-03-21,1584804137,https://cars.ksl.com/listing/6175000,18639,2019,Hyundai,Tucson,Sport Utility,20342.0,,St. George,UT,Dealer,SE,gemstone red,black,Automatic,2.0,4.0,Gasoline,4.0,,,FWD,KM8J23A47KU943060,34
2020-03-21,1584804137,https://cars.ksl.com/listing/6174999,21903,2019,Hyundai,Santa Fe,Sport Utility,21508.0,,St. George,UT,Dealer,SE,symphony silver,espresso/gray,Automatic,2.4,4.0,Gasoline,4.0,,,AWD,5NMS2CADXKH097832,35
2020-03-21,1584804138,https://cars.ksl.com/listing/6220638,3866,2011,Hyundai,Sonata,Sedan,192945.0,,Afton,WY,Dealer,GLS,iridescent silver blue pearl,gray,Automatic,2.4,4.0,Gasoline,4.0,,,,5NPEB4AC7BH072349,5
2020-03-21,1584804139,https://cars.ksl.com/listing/6323655,35867,2019,Toyota,4Runner,Sport Utility,40215.0,,Rock Springs,WY,Dealer,,barcelona red metallic,black graphite,Automatic,,6.0,Gasoline,,,,4-Wheel Drive,JTEBU5JR2K5635035,0
2020-03-21,1584804141,https://cars.ksl.com/listing/6323654,25843,2019,Kia,Sorento,Sport Utility,37121.0,,Rock Springs,WY,Dealer,LX V6,platinum graphite,satin black,Automatic,,6.0,Gasoline,,,,AWD,5XYPGDA55KG485521,0
2020-03-21,1584804142,https://cars.ksl.com/listing/6323653,18988,2019,Ford,Fusion Hybrid,Sedan,39818.0,,Rock Springs,WY,Dealer,SE,ingot silver metallic,ebony,,,4.0,Hybrid,,,,FWD,3FA6P0LU2KR226697,0
2020-03-21,1584804143,https://cars.ksl.com/listing/6220637,6533,2009,Dodge,Journey,Sport Utility,103840.0,,Afton,WY,Dealer,SXT,silver steel metallic,dark slate gray/light graystone,Automatic,3.5,6.0,Gasoline,4.0,,,FWD,3D4GG57V89T245818,24
2020-03-21,1584804144,https://cars.ksl.com/listing/5792801,22995,2016,BMW,5 Series,Sedan,27383.0,Clean Title,Draper,UT,Dealer,528i xDrive,silver,black,Automatic,,4.0,Gasoline,4.0,,,AWD,WBA5A7C56GG151443,33
2020-03-21,1584804145,https://cars.ksl.com/listing/6190363,32498,2015,Ford,F-350,Truck,135767.0,,American Fork,UT,Dealer,,white,adobe,Automatic,,8.0,Diesel,4.0,,,4-Wheel Drive,1FT8W3BT4FEC04225,18
2020-03-21,1584804145,https://cars.ksl.com/listing/6323652,6500,1990,Mitsubishi,Montero,Sport Utility,279000.0,Clean Title,South Jordan,UT,Owner,LS,blue,blue,Automatic,,6.0,Gasoline,4.0,Very Good,Very Good,4-Wheel Drive,JA4GJ51S2LJ002172,22
2020-03-21,1584804147,https://cars.ksl.com/listing/6220633,13500,2009,Ford,F-150,Truck,162155.0,,Afton,WY,Dealer,,pueblo gold clearcoat metallic,,Automatic,5.4,8.0,Flex Fuel,4.0,,,4-Wheel Drive,1FTPW14V79KA83923,34
2020-03-21,1584804148,https://cars.ksl.com/listing/6106306,1995,1997,Ford,Taurus,Sedan,109618.0,,Orem,UT,Dealer,GL,gold,gold,Automatic,,6.0,Gasoline,,,,FWD,1FALP52U9VA290400,20
2020-03-21,1584804149,https://cars.ksl.com/listing/6220632,4500,2010,Ford,F-150,Truck,238123.0,,Afton,WY,Dealer,,,,Automatic,4.6,8.0,Gasoline,2.0,,,,1FTEX1E81AFC63179,0
2020-03-21,1584804150,https://cars.ksl.com/listing/6190354,21837,2019,Toyota,Prius,Hatchback,3198.0,,Lindon,UT,Dealer,Premium,white,black,Automatic,,4.0,Hybrid,5.0,,,,JTDKARFP3K3118480,59
2020-03-21,1584804152,https://cars.ksl.com/listing/6190353,26500,2019,Honda,Passport,Sport Utility,10954.0,,Lindon,UT,Dealer,Touring,gray,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,5FNYF8H90KB001818,67
2020-03-21,1584804153,https://cars.ksl.com/listing/6306747,11551,2012,Nissan,Frontier,Truck,113293.0,,St. George,UT,Dealer,SV,night armor,steel,,4.0,6.0,Gasoline,4.0,,,RWD,1N6AD0ER1CC415215,29
2020-03-21,1584804154,https://cars.ksl.com/listing/6190352,14000,2019,Subaru,Impreza,Sedan,8630.0,,Lindon,UT,Dealer,Premium,silver,black,Automatic,,4.0,Gasoline,4.0,,,,4S3GKAD65K3602522,61
2020-03-21,1584804155,https://cars.ksl.com/listing/6306745,21956,2017,Kia,Sportage,Sport Utility,25938.0,,St. George,UT,Dealer,SX Turbo,hyper red,black,Automatic,2.0,4.0,Gasoline,4.0,,,FWD,KNDPR3A60H7261625,34
2020-03-21,1584804156,https://cars.ksl.com/listing/6106302,12195,2015,Honda,Accord,Sedan,65750.0,Clean Title,Lindon,UT,Dealer,Sport,black,black,Automatic,,4.0,Gasoline,,,,,1HGCR2F59FA214183,51
2020-03-21,1584804158,https://cars.ksl.com/listing/6190350,20000,2018,Subaru,Forester,Sport Utility,3919.0,,Lindon,UT,Dealer,Touring,white,black,Automatic,,4.0,Gasoline,4.0,,,AWD,JF2SJGWC5JH549360,68
2020-03-21,1584804159,https://cars.ksl.com/listing/6190349,12195,2013,Volkswagen,Passat,Sedan,55330.0,Clean Title,Orem,UT,Dealer,TDI SEL Premium,gray,black,Automatic,,4.0,Diesel,,,,,1VWCN7A39DC087656,54
2020-03-21,1584804160,https://cars.ksl.com/listing/6121589,17850,2019,Nissan,Rogue,Sport Utility,21934.0,Clean Title,American Fork,UT,Dealer,SV,,,Automatic,,4.0,Gasoline,,,,AWD,KNMAT2MV7KP531848,33
2020-03-21,1584804161,https://cars.ksl.com/listing/6220522,18912,2016,Ford,Edge,Sport Utility,72905.0,,Bountiful,UT,Dealer,,ingot silver metallic,ebony,Automatic,,6.0,Gasoline,4.0,,,AWD,2FMPK4AP4GBB52444,30
2020-03-21,1584804162,https://cars.ksl.com/listing/6205889,16998,2014,Jeep,Cherokee,Sport Utility,89560.0,Clean Title,Salt Lake City,UT,Dealer,Trailhawk,red,black,Automatic,,6.0,Gasoline,,,,AWD,1C4PJMBS5EW241221,48
2020-03-21,1584804164,https://cars.ksl.com/listing/6220628,48178,2017,Ram,3500,Truck,23039.0,,Afton,WY,Dealer,Tradesman,bright white clearcoat,diesel gray/black,Automatic,6.7,6.0,Diesel,4.0,,,4-Wheel Drive,3C7WRTCL8HG759092,30
2020-03-21,1584804165,https://cars.ksl.com/listing/6132161,47689,2018,Mercedes-Benz,E-Class,Wagon,16125.0,,West Valley City,UT,Dealer,E 400,designo magno selenite gray,ginger beige/black,Automatic,,6.0,Gasoline,4.0,,,AWD,WDDZH6GB3JA403045,24
2020-03-21,1584804165,https://cars.ksl.com/listing/6220627,17151,2014,Ford,Edge,Sport Utility,89018.0,,Afton,WY,Dealer,Sport,orange,,Automatic,3.7,6.0,Gasoline,4.0,,,AWD,2FMDK4AK9EBA92360,31
2020-03-21,1584804167,https://cars.ksl.com/listing/6209509,29200,2014,Toyota,Tundra,Truck,74706.0,,Sandy,UT,Dealer,1794,attitude black metallic,black/brown,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,5TFAY5F19EX377161,26
2020-03-21,1584804168,https://cars.ksl.com/listing/6160217,14995,2011,Nissan,Titan,Truck,120247.0,,Sandy,UT,Dealer,SV,silver,,Automatic,,8.0,Flex Fuel,,,,4-Wheel Drive,1N6BA0EC2BN306483,18
2020-03-21,1584804169,https://cars.ksl.com/listing/6323651,15999,2018,Nissan,Rogue,Sport Utility,43006.0,,Salt Lake City,UT,Dealer,SV,,charcoal,Automatic,2.5,4.0,Gasoline,4.0,,,AWD,KNMAT2MV8JP522848,0
2020-03-21,1584804170,https://cars.ksl.com/listing/6174803,7695,2007,Honda,CR-V,Sport Utility,122837.0,,South Jordan,UT,Dealer,EX-L,silver,black,Automatic,,4.0,Gasoline,4.0,,,4-Wheel Drive,JHLRE48707C116750,13
2020-03-21,1584804172,https://cars.ksl.com/listing/6174800,39000,2014,Ford,Mustang,Coupe,38918.0,,South Jordan,UT,Dealer,Shelby GT500,black,charcoal black/cashmere accents,Manual,,8.0,Gasoline,2.0,,,,1ZVBP8JZ1E5233389,12
2020-03-21,1584804173,https://cars.ksl.com/listing/6190337,10595,2017,Kia,Optima,Sedan,77296.0,Clean Title,American Fork,UT,Dealer,LX,black,black,Automatic,,4.0,Gasoline,4.0,,,,5XXGT4L38HG141556,25
2020-03-21,1584804173,https://cars.ksl.com/listing/6220625,44500,2019,Ram,1500,Truck,8827.0,,Afton,WY,Dealer,Big Horn/Lone Star,diamond black crystal pearlcoat,black,Automatic,5.7,8.0,Gasoline,4.0,,,4-Wheel Drive,1C6SRFFT8KN507938,30
2020-03-21,1584804174,https://cars.ksl.com/listing/6174798,17895,2017,Nissan,Rogue,Sport Utility,27359.0,Clean Title,South Jordan,UT,Dealer,SL,gray,charcoal,Automatic,,4.0,Gasoline,4.0,,,AWD,JN8AT2MV8HW005599,14
2020-03-21,1584804176,https://cars.ksl.com/listing/6288228,32272,2019,Cadillac,CTS,Sedan,18899.0,,Salt Lake City,UT,Dealer,Luxury AWD,crystal white tricoat,light platinum with jet black accents,Automatic,3.6,6.0,Gasoline,4.0,,,AWD,1G6AX5SS5K0145584,23
2020-03-21,1584804178,https://cars.ksl.com/listing/6174797,14785,2018,Nissan,Rogue Sport,Sport Utility,23779.0,Clean Title,South Jordan,UT,Dealer,S,silver,charcoal,Automatic,,4.0,Gasoline,4.0,,,AWD,JN1BJ1CR7JW259883,13
2020-03-21,1584804181,https://cars.ksl.com/listing/6323643,27999,2019,Nissan,Frontier,Truck,101.0,,Boise,ID,Dealer,SV,silver,steel,,4.0,6.0,Gasoline,4.0,,,4-Wheel Drive,1N6AD0EVXKN871407,31
2020-03-21,1584804181,https://cars.ksl.com/listing/6190335,21443,2017,Chevrolet,Traverse,Sport Utility,41199.0,,Boise,ID,Dealer,LT,silver,ebony,Automatic,,6.0,Gasoline,4.0,,,AWD,1GNKVGKD3HJ310532,32
2020-03-21,1584804182,https://cars.ksl.com/listing/6306737,29700,2019,Subaru,Forester,Sport Utility,1147.0,,Salt Lake City,UT,Dealer,Limited,crimson red pearl,gray,,2.5,4.0,Gasoline,4.0,,,AWD,JF2SKAUC5KH456093,8
2020-03-21,1584804183,https://cars.ksl.com/listing/6220623,23014,2014,Jeep,Wrangler,Convertible,63900.0,,Afton,WY,Dealer,Sport,bright white clearcoat,black,Automatic,3.6,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4BJWDG9EL136584,35
2020-03-21,1584804185,https://cars.ksl.com/listing/6190327,38911,2019,Chevrolet,Tahoe,Sport Utility,40839.0,,Boise,ID,Dealer,LT,black,jet black,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,1GNSKBKC6KR144261,35
2020-03-21,1584804186,https://cars.ksl.com/listing/6174787,18945,2016,Chevrolet,Impala,Sedan,40627.0,,Burley,ID,Dealer,LTZ,red,jet black,Automatic,,6.0,Gasoline,4.0,,,,2G1145S31G9206143,31
2020-03-21,1584804187,https://cars.ksl.com/listing/6061291,28495,2015,Jeep,Grand Cherokee,Sport Utility,70638.0,Clean Title,Salt Lake City,UT,Dealer,Summit,gray,black,Automatic,,6.0,Diesel,,,,4-Wheel Drive,1C4RJFJM4FC737153,17
2020-03-21,1584804188,https://cars.ksl.com/listing/6160208,1924,2005,Toyota,Sienna,Van,247674.0,Clean Title,Orem,UT,Dealer,LE,white,tan,Automatic,,6.0,Gasoline,,,,FWD,5TDZA23C25S244453,40
2020-03-21,1584804189,https://cars.ksl.com/listing/5898648,25474,2019,Nissan,Pathfinder,Sport Utility,16874.0,,Willard,UT,Dealer,SL,brilliant silver metallic,charcoal,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,5N1DR2MM8KC607275,30
2020-03-21,1584804191,https://cars.ksl.com/listing/6306650,8988,2013,Ford,Escape,Sport Utility,84822.0,Clean Title,Taylorsville,UT,Dealer,SE,green,,Automatic,,4.0,Gasoline,,,,4-Wheel Drive,1FMCU9GX7DUC63475,35
2020-03-21,1584804191,https://cars.ksl.com/listing/6190311,17466,2018,Ford,Fusion,Sedan,17915.0,,Cedar City,UT,Dealer,SE,white,,Automatic,,4.0,Gasoline,4.0,,,FWD,3FA6P0HD7JR257287,33
2020-03-21,1584804192,https://cars.ksl.com/listing/6323649,16595,2016,Audi,A3,Sedan,24498.0,Clean Title,Lehi,UT,Dealer,1.8T Premium,gray,brown,Automatic,,4.0,Gasoline,4.0,,,FWD,WAUA7GFF4G1087200,35
2020-03-21,1584804193,https://cars.ksl.com/listing/6323648,9995,2015,Ford,Fusion,Sedan,76558.0,Clean Title,Lehi,UT,Dealer,SE,gold,tan,,,4.0,Gasoline,4.0,,,FWD,3FA6P0HD5FR170947,36
2020-03-21,1584804193,https://cars.ksl.com/listing/6318920,22347,2017,Kia,Sportage,Sport Utility,23648.0,,Salt Lake City,UT,Dealer,EX,sparkling silver,black,Automatic,2.4,4.0,Gasoline,4.0,,,AWD,KNDPNCAC4H7204197,23
2020-03-21,1584804196,https://cars.ksl.com/listing/6132142,30375,2018,Ford,F-150,Truck,25212.0,,Layton,UT,Dealer,XLT,white,gray cloth,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1FTEW1EG7JFC95872,33
2020-03-21,1584804197,https://cars.ksl.com/listing/6150379,4995,2004,Chevrolet,TrailBlazer,Sport Utility,171538.0,Clean Title,Tremonton,UT,Dealer,EXT LS,summit white,medium pewter,Automatic,,6.0,Gasoline,,,,4-Wheel Drive,1GNET16S346107825,34
2020-03-21,1584804198,https://cars.ksl.com/listing/6190299,34000,2014,Ram,2500,Truck,70418.0,,South Jordan,UT,Dealer,Big Horn,white,black,Automatic,,6.0,Diesel,4.0,,,4-Wheel Drive,3C6UR5MLXEG179070,16
2020-03-21,1584804199,https://cars.ksl.com/listing/6323646,53859,2019,Volvo,XC90,Sport Utility,12156.0,,Boise,ID,Dealer,Inscription,black,charcoal,,2.0,4.0,Gasoline,4.0,,,AWD,YV4A22PL9K1465204,30
2020-03-21,1584804200,https://cars.ksl.com/listing/6323645,5999,2012,Nissan,Cube,Wagon,106528.0,,Boise,ID,Dealer,1.8 SL,white,gray,,1.8,4.0,Gasoline,4.0,,,FWD,JN8AZ2KR6CT253090,30
2020-03-21,1584804201,https://cars.ksl.com/listing/6323644,8989,2008,Nissan,Frontier,Truck,116476.0,,Boise,ID,Dealer,SE,red,steel,,4.0,6.0,Gasoline,2.0,,,4-Wheel Drive,1N6AD06W98C429889,30
2020-03-21,1584804204,https://cars.ksl.com/listing/6042922,18488,2008,Toyota,4Runner,Sport Utility,38726.0,Clean Title,Draper,UT,Dealer,,,int_color,,,6.0,Gasoline,,,,4-Wheel Drive,JTEBU14R38K030181,14
2020-03-21,1584804206,https://cars.ksl.com/listing/6323642,27987,2017,Ram,1500,Truck,13185.0,,Caldwell,ID,Dealer,Express,black,diesel gray/black,,5.7,8.0,Gasoline,4.0,,,4-Wheel Drive,1C6RR7KT7HS626083,30
2020-03-21,1584804207,https://cars.ksl.com/listing/6145099,10971,2016,Volkswagen,Passat,Sedan,33357.0,,Kaysville,UT,Dealer,1.8T S,black uni,gray,Automatic,,4.0,Gasoline,4.0,,,FWD,1VWAT7A39GC003496,19
2020-03-21,1584804208,https://cars.ksl.com/listing/6005819,33495,2016,Toyota,Tundra,Truck,43278.0,Clean Title,St. George,UT,Dealer,LTD,silver sky metallic,graphite,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,5TFHY5F13GX536161,27
2020-03-21,1584804221,https://cars.ksl.com/listing/6322383,36792,2017,Toyota,Tundra,Truck,58116.0,,South Jordan,UT,Dealer,1794 Edition,gray,black/brown,Automatic,,8.0,Flex Fuel,4.0,,,4-Wheel Drive,5TFAW5F18HX625829,57
2020-03-21,1584804221,https://cars.ksl.com/listing/6322349,4230,2004,Chevrolet,Impala,Sedan,115617.0,,South Jordan,UT,Dealer,,berry red metallic,medium gray,Automatic,,6.0,Gasoline,4.0,,,FWD,2G1WF52K549281253,37
2020-03-21,1584804222,https://cars.ksl.com/listing/6322337,24761,2015,GMC,1500,Truck,62674.0,,South Jordan,UT,Dealer,SLE,brown,jet black,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,1GTV2UEC5FZ150166,42
2020-03-21,1584804224,https://cars.ksl.com/listing/6322363,32958,2018,GMC,Canyon,Truck,28569.0,,South Jordan,UT,Dealer,4WD Denali,quicksilver metallic,jet black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1GTG6EEN2J1303260,45
2020-03-21,1584804225,https://cars.ksl.com/listing/6160169,63950,2019,Land Rover,Range Rover Sport,Sport Utility,20938.0,Clean Title,Bountiful,UT,Dealer,HSE,white,black,Automatic,,6.0,Gasoline,,,,4-Wheel Drive,SALWR2RVXKA839802,36
2020-03-21,1584804227,https://cars.ksl.com/listing/6106249,27995,2013,Ford,F-350,Truck,116189.0,Clean Title,Orem,UT,Dealer,XLT,black,gray,Automatic,,8.0,Diesel,4.0,,,4-Wheel Drive,1FT8W3BT7DEB21479,36
2020-03-21,1584804228,https://cars.ksl.com/listing/6190258,10995,2015,Volkswagen,Jetta,Sedan,57344.0,,Spanish Fork,UT,Dealer,2.0L TDI S,beige,2-tone ceramique/titan black,Automatic,,4.0,Diesel,4.0,,,,3VWLA7AJ9FM346271,18
2020-03-21,1584804229,https://cars.ksl.com/listing/6190257,12250,2016,Volkswagen,Jetta,Sedan,27583.0,,Spanish Fork,UT,Dealer,1.4T SE,gray,titan black,Automatic,,4.0,Gasoline,4.0,,,,3VWD67AJ4GM208550,19
2020-03-21,1584804231,https://cars.ksl.com/listing/6205868,19848,2017,Chevrolet,Malibu,Sedan,36072.0,,Boise,ID,Dealer,Premier,red,dark atmosphere/medium ash gray,,2.0,4.0,Gasoline,4.0,,,,1G1ZH5SX4HF155871,32
2020-03-21,1584804234,https://cars.ksl.com/listing/6190256,13508,2017,Honda,Accord,Coupe,60794.0,,Sandy,UT,Dealer,LX-S,black,black,Automatic,,4.0,Gasoline,2.0,,,,1HGCT1B35HA000178,23
2020-03-21,1584804234,https://cars.ksl.com/listing/6205867,33794,2018,Nissan,Armada,Sport Utility,38865.0,,Boise,ID,Dealer,SL,black,charcoal,,5.6,8.0,Gasoline,4.0,,,4-Wheel Drive,JN8AY2NC1JX502993,31
2020-03-21,1584804237,https://cars.ksl.com/listing/6288199,17450,2016,Subaru,Impreza,Hatchback,37174.0,,North Salt Lake,UT,Dealer,2.0i Sport Limited,crystal black silica,ivory,Automatic,2.0,4.0,Gasoline,,,,,JF1GPAU66G8212644,52
2020-03-21,1584804238,https://cars.ksl.com/listing/6190253,12510,2012,Nissan,Xterra,Sport Utility,70520.0,,Sandy,UT,Dealer,S,black,gray,Manual,,6.0,Gasoline,4.0,,,4-Wheel Drive,5N1AN0NW5CC500916,25
2020-03-21,1584804239,https://cars.ksl.com/listing/6220613,20950,2019,Hyundai,Santa Fe,Sport Utility,16675.0,Clean Title,Salt Lake City,UT,Dealer,SE,white,black,Automatic,,4.0,Gasoline,,,,AWD,5NMS2CAD8KH121643,36
2020-03-21,1584804239,https://cars.ksl.com/listing/6323635,8000,2000,Toyota,Land Cruiser,SUV,285000.0,Clean Title,Salt Lake City,UT,Owner,,gray,tan,,,8.0,Gasoline,4.0,Fair,Fair,4-Wheel Drive,JT3HT05J5Y0117830,5
2020-03-21,1584804241,https://cars.ksl.com/listing/6190248,33995,2019,Infiniti,QX50,Sport Utility,8731.0,,Murray,UT,Dealer,LUXE,black,white,Automatic,,4.0,Gasoline,4.0,,,AWD,3PCAJ5M33KF118079,18
2020-03-21,1584804242,https://cars.ksl.com/listing/6007351,28660,2019,Buick,Encore,Wagon,10.0,Clean Title,Nephi,UT,Dealer,Preferred,blue,black/tan,Automatic,,4.0,Gasoline,,,,AWD,KL4CJESB1KB833961,1
2020-03-21,1584804243,https://cars.ksl.com/listing/6205852,16385,2017,Kia,Sportage,Sport Utility,37199.0,,Boise,ID,Dealer,LX,red,black,,2.4,4.0,Gasoline,4.0,,,AWD,KNDPMCACXH7162783,30
2020-03-21,1584804244,https://cars.ksl.com/listing/6190237,13986,2017,Nissan,Juke,Sport Utility,22155.0,,Murray,UT,Dealer,S,red,black,Automatic,,4.0,Gasoline,4.0,,,AWD,JN8AF5MV9HT750095,14
2020-03-21,1584804244,https://cars.ksl.com/listing/6190228,17463,2019,Nissan,Altima,Sedan,4916.0,,Murray,UT,Dealer,2.5 S,white,charcoal,Automatic,,4.0,Gasoline,4.0,,,AWD,1N4BL4BWXKN320849,12
2020-03-21,1584804246,https://cars.ksl.com/listing/6190226,17500,2019,Nissan,Altima,Sedan,2101.0,,Murray,UT,Dealer,2.5 S,silver,charcoal,Automatic,,4.0,Gasoline,4.0,,,AWD,1N4BL4BW4KN320944,10
2020-03-21,1584804247,https://cars.ksl.com/listing/6007346,18499,2011,Ram,2500,Truck,125380.0,Clean Title,Ogden,UT,Dealer,SLT,white,gray,Automatic,,8.0,Gasoline,,,,4-Wheel Drive,3D7TT2CT1BG606739,17
